symbol,breakout_date,peak_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
XVG-USD,2021-05-03,2021-05-06,343760096.30445987,340944181.1725446,340112722.80978245,339405076.52783644,332891992.1491568,428840074.46533024,438436291.27663153,339405076.52783644,332891992.1491568,428840074.46533024,438436291.27663153,437253420.32328606,435709300.28525823
XVG-USD,2021-05-23,2021-05-26,390989982.5697409,384156563.7812057,382922031.4555277,376734734.008456,384163769.52054435,382909842.4229962,388585826.4697861,376734734.008456,384163769.52054435,382909842.4229962,388585826.4697861,387132019.6683353,383753451.83259726
XVG-USD,2021-11-09,2021-11-12,408959302.7059717,409321821.42388076,409786864.3643334,411753780.03599024,432234434.00287896,435422630.2662374,464035799.19824636,411753780.03599024,432234434.00287896,435422630.2662374,464035799.19824636,459453448.96907693,456789596.1251554
XVG-USD,2023-07-04,2023-07-07,529342772.3567448,581942280.4177382,1039320619.0602882,1012510589.9866927,1095066025.9629555,1109101163.1392198,1113039779.4829836,1012510589.9866927,1095066025.9629555,1109101163.1392198,1113039779.4829836,1107103376.8613005,1109990579.9787588
XVG-USD,2024-03-29,2024-04-02,1197356181.5583384,1197150315.661617,1197146506.470048,1200965575.4511032,1200827791.3515344,1201061362.7066617,1283983082.2379642,1200827791.3515344,1201061362.7066617,1283983082.2379642,1339640275.9591515,1306592435.4703004,1291613351.5423198
XVG-USD,2024-12-10,2024-12-13,2101051005.0574512,2100211439.8132656,2086593656.3703256,2083393225.4291117,2104728710.1789076,2150716363.9309797,2158271568.1998734,2083393225.4291117,2104728710.1789076,2150716363.9309797,2158271568.1998734,2155442298.150842,2152813364.2770224
XVG-USD,2024-12-21,2024-12-28,2145286599.578365,2142641027.0579526,2143266182.7092237,2141413850.3179176,2175685276.5368676,2172206840.339744,2179763332.5321555,2177445384.8405094,2175570172.659647,2174529157.856496,2201713360.8358974,2196023927.0820394,2194810324.6773586
XVS-USD,2021-04-26,2021-05-03,516054577.4434681,507959761.4163248,511098645.61751056,531544886.8558251,532797040.50980675,534980212.76177645,822485951.6517015,798355452.3815029,785431063.1111792,884777944.4128866,889111516.3654268,856747097.8987169,874107926.3168826
XVS-USD,2021-05-23,2021-05-27,252703137.13260555,202442223.7316562,170040086.3272941,89012985.35223998,333155759.109799,309240028.671051,324675668.219196,333155759.109799,309240028.671051,324675668.219196,330458656.20138705,298676962.95393807,290817737.48931307
XVS-USD,2021-07-23,2021-07-31,283000328.3802399,285596578.23003745,286393647.65216416,286663619.2526737,287182366.5924691,288174274.626138,413454488.5661885,431074251.7424358,430928340.08963686,432718119.1189879,438732457.4429577,433456870.590037,433806728.9481279
XVS-USD,2022-02-13,2022-02-16,478955764.7996309,477758902.2336281,477819488.6420976,477601876.106904,480646302.8288771,481261264.2347501,502873261.1323643,477601876.106904,480646302.8288771,481261264.2347501,502873261.1323643,496860826.7702084,492148440.9067545
XVS-USD,2022-03-29,2022-04-01,498475693.10142046,499512672.28205603,499275814.81954736,499897267.3664216,500243114.0151964,502523031.2081074,538059307.8233466,499897267.3664216,500243114.0151964,502523031.2081074,538059307.8233466,523789803.089768,523248624.05626315
XVS-USD,2022-05-12,2022-05-19,507778737.82030445,507683048.0436439,496342723.7548935,496141448.12204933,498834769.2609336,499584626.1657218,500307706.6037709,499385393.69012934,499872578.71494627,499181457.16221714,529375823.77609575,523707645.40314746,523297750.6250708
XVS-USD,2022-07-26,2022-07-29,526695726.2732197,526677535.0135193,526498450.5360314,526396154.5570466,526667294.603289,527125248.3164924,562468312.0523268,526396154.5570466,526667294.603289,527125248.3164924,562468312.0523268,558260302.2996335,557510616.5877275
XVS-USD,2023-04-06,2023-04-09,558413900.2498717,558449441.8123789,558473758.6476914,558506624.3656728,558490817.2468622,558641554.3443023,733615459.0748734,558506624.3656728,558490817.2468622,558641554.3443023,733615459.0748734,700876902.2896382,699805584.4468948
XVS-USD,2023-09-04,2023-09-07,710453710.8743131,710438361.3802626,710461535.1723099,710434581.709413,710472756.706531,710598589.7501823,769023494.5370102,710434581.709413,710472756.706531,710598589.7501823,769023494.5370102,755755927.7672473,755345229.0631318
XVS-USD,2023-11-02,2023-11-06,758091078.3249185,757823044.570147,757947072.6730641,757989241.5091172,758145207.5176848,758386188.5000198,803751081.437333,758145207.5176848,758386188.5000198,803751081.437333,819182687.8926412,803711063.643513,804863470.562648
XVS-USD,2023-12-04,2023-12-09,804898842.9818218,804899357.1009989,814058391.6238207,813526742.6281798,819362778.0162429,836557922.649024,836630334.6824585,836557922.649024,836630334.6824585,836337546.178838,837976933.4656276,834541025.5479667,832561856.8477956
XVS-USD,2025-02-09,2025-02-16,855624519.4915096,855500615.7623497,856280403.8427821,857994389.0871737,858690414.2533287,860181840.9928288,877045564.7526308,876157654.1378958,875421373.5178778,877329649.303858,880023259.3835752,878599443.3604234,878257615.1859022
XYO-USD,2021-10-06,2021-10-09,198860793.29168501,198249897.36028117,197658683.82645783,196672495.12090078,194782597.64903274,194953159.72832248,316046150.7408457,196672495.12090078,194782597.64903274,194953159.72832248,316046150.7408457,304885546.22139764,301595938.4928663
XYO-USD,2021-10-30,2021-11-05,308459203.35887,309975042.2093916,310481200.7374431,309570165.25483114,311698816.13097805,311935195.9379944,352445278.77391243,352445278.77391243,380462132.819777,387478526.9521091,655468826.3169614,643405448.1936886,638729967.3083516
XYO-USD,2024-12-06,2024-12-09,1325737013.2341454,1303323033.6478167,1302939537.9121735,1302892610.05686,1302396758.3615062,1303070310.9709935,1333656079.620124,1302892610.05686,1302396758.3615062,1303070310.9709935,1333656079.620124,1325195571.883062,1325872611.7465322
XYO-USD,2025-04-22,2025-04-25,1350951508.8749714,1350410892.0151281,1350596069.515117,1351938787.2324238,1351691152.9205196,1351735496.664784,1382542155.6140516,1351938787.2324238,1351691152.9205196,1351735496.664784,1382542155.6140516,1381820003.2052658,1381400419.8029647
YFI-USD,2021-02-08,2021-02-13,1895035457.1673682,1884073597.5855174,1877545935.4414663,1902804642.912275,1951263299.9959607,1982012191.2217736,2282749290.2997007,1982012191.2217736,2282749290.2997007,2386245271.0408864,2386587351.3962245,2339471692.522173,2284084957.116287
YFI-USD,2021-05-08,2021-05-11,2463608964.3203197,2441039215.6904936,2454209601.224649,2457640660.1431565,2453772122.900142,2607201469.4174776,3560757801.644875,2457640660.1431565,2453772122.900142,2607201469.4174776,3560757801.644875,3054702718.0340967,3069821196.7670245
YFI-USD,2021-05-23,2021-05-26,2846267999.8521104,2714294137.0373087,2648036809.3886614,2516146990.12507,3149515559.6413746,3123659165.0614166,3170386434.7296185,2516146990.12507,3149515559.6413746,3123659165.0614166,3170386434.7296185,3139425644.4663253,3077731804.8152256
YFI-USD,2021-12-14,2021-12-20,3007012736.096415,3008461339.490487,2994738566.7419777,2998488180.8530855,3002455694.533528,3083059398.258952,3531295459.7342696,3531295459.7342696,3482367779.049562,3491281518.5358067,3634552622.0190697,3611287708.580195,3581493391.3993897
YFI-USD,2022-06-21,2022-06-24,3371131385.755924,3375141465.796381,3377292710.069926,3379379872.480361,3378327622.3883157,3382557888.1719832,3498053868.901622,3379379872.480361,3378327622.3883157,3382557888.1719832,3498053868.901622,3496965851.311862,3491227491.5696225
YFI-USD,2022-07-25,2022-07-30,3497975316.9052367,3497525274.008225,3506354161.704938,3498131487.440275,3507453926.257633,3511197313.9841733,3589605775.9649177,3511197313.9841733,3589605775.9649177,3656646021.8544235,3697492904.8592405,3676569987.568808,3690592766.434586
YFI-USD,2023-11-07,2023-11-16,3727595438.7679553,3728752376.4962506,3729704229.3546743,3728644304.900108,3731607929.3474364,3738881113.799893,3759818230.76997,3810584335.5643883,3817570353.033798,3844694874.373237,3925534604.7519937,3932193490.8844595,3777762800.005544
YFI-USD,2024-11-07,2024-11-10,3742499163.410572,3742917174.9831123,3747443322.826974,3747308951.029342,3747860282.358756,3748803933.255459,3839469089.2293906,3747308951.029342,3747860282.358756,3748803933.255459,3839469089.2293906,3838087172.725035,3831616184.6535687
YFI-USD,2024-12-02,2024-12-06,3844566838.322632,3847978046.3489943,3847711755.126476,3852528487.244913,3861839071.821236,3873451554.9732566,3921914492.9072986,3861839071.821236,3873451554.9732566,3921914492.9072986,3985278516.9275885,3981245410.9582596,3973829564.319174
YGG-USD,2022-05-18,2022-05-21,465630491.26761353,464507025.7672721,465014278.240684,463031140.12087286,464914779.5741329,464747149.61283267,524899252.5030433,463031140.12087286,464914779.5741329,464747149.61283267,524899252.5030433,511883901.5810147,508824706.910297
YGG-USD,2022-06-21,2022-06-30,500407630.84702516,501534973.6046973,502232737.2353171,502782998.35414463,506914624.9285769,509969000.5986469,512428921.967593,526058548.3840518,526133779.2952388,531305924.4076086,532267821.16152805,533357306.53207994,532230335.967691
YGG-USD,2022-07-16,2022-07-19,531702847.5216568,531680786.44363743,531495615.74282503,531639163.7806937,531457179.7899631,533469811.89019686,557774768.0148796,531639163.7806937,531457179.7899631,533469811.89019686,557774768.0148796,554466248.611986,558452763.0191495
YGG-USD,2022-11-01,2022-11-04,555849554.5111916,554033782.9345809,553047390.1554402,552523679.5609004,554247719.1044197,556275542.6491008,613214482.5647577,552523679.5609004,554247719.1044197,556275542.6491008,613214482.5647577,609242933.6536077,606446194.6881549
YGG-USD,2023-02-14,2023-02-20,618458015.6157429,617864184.2204794,617603089.7089303,618201163.1725727,620684675.8820451,617885135.6462437,674479241.6253959,674479241.6253959,673396454.6647385,669944940.9840993,674278936.5397245,671051872.4209493,669693896.2047781
YGG-USD,2023-03-15,2023-03-18,663314869.1236366,664764453.2007145,666347773.3904928,661728211.0437331,662740809.6673356,664311167.3009479,687664214.8853954,661728211.0437331,662740809.6673356,664311167.3009479,687664214.8853954,686053288.5103098,682850559.7645947
YGG-USD,2023-08-01,2023-08-06,692614448.3080398,692392683.4993315,692311342.6351227,693401223.0441873,693539707.9865434,703719360.1014043,771536458.7067665,703719360.1014043,771536458.7067665,1155025649.9436643,1233476378.8106875,971401377.5789782,951132345.8034637
YGG-USD,2023-11-04,2023-11-12,966204152.668588,965548532.6821837,966687802.3576511,967633334.6759578,968144185.5928108,983793210.1099272,992923260.8433597,985809440.9381924,989155370.7089661,1007102900.1093258,1009836658.4193606,1002954250.5504705,1008811179.3483039
YGG-USD,2024-03-06,2024-03-10,1109826506.3835292,1107108178.785699,1096858292.8838365,1101021111.276604,1104068264.749813,1104675411.303396,1254212566.7143202,1104068264.749813,1104675411.303396,1254212566.7143202,1331766702.716797,1321846246.9278295,1322916278.8683074
YGG-USD,2024-03-22,2024-03-31,1289897853.5234325,1296761045.8869174,1297831857.6446223,1301983601.311862,1333835586.8321085,1328128508.871082,1442898295.9206512,1431461214.55358,1429745223.5018623,1468066026.2742918,1529825033.6056647,1508036764.535663,1472567760.727489
YGG-USD,2025-05-07,2025-05-13,1473589928.6444051,1473478804.0702925,1473302104.528971,1473319927.4463005,1475530399.8267198,1477874994.1524298,1480285454.384994,1480285454.384994,1479210124.8290994,1481174539.1276846,1481606699.3214183,1480181170.4642384,1478034970.4603527
ZANO-USD,2021-02-23,2021-02-27,151338.34718457752,212727.83522943855,247016.6047496223,214437.45070293924,334138.3687975336,306929.9756057366,310048.1020229431,334138.3687975336,306929.9756057366,310048.1020229431,518194.1871386772,467311.9610308199,433999.91380899353
ZANO-USD,2021-04-09,2021-04-17,445752.8430612793,432920.77890341054,441711.44837462425,426451.4615038146,427141.3664636012,457024.2606564547,462399.0062663324,460955.3368003303,466015.4501008965,465427.0149704799,500596.30429768696,474261.89145373803,465425.6805955311
ZANO-USD,2021-04-20,2021-04-24,500596.30429768696,474261.89145373803,465425.6805955311,464246.4870543451,466463.00703666324,477379.83713830065,942450.5806819655,466463.00703666324,477379.83713830065,942450.5806819655,1006265.9112703572,934631.1165016734,981750.9713710824
ZANO-USD,2021-05-14,2021-05-20,986353.0974350468,984631.6882489184,990505.3411036689,981290.02891196,988671.3862907493,1080193.876958104,1093424.3396543774,1093424.3396543774,1140335.4958946907,1142084.1129863213,1231573.0294306672,1137469.9762504117,1128951.639239678
ZANO-USD,2021-05-29,2021-06-02,1133773.112105872,1108376.8814221192,1099484.8281886664,1084776.530317435,1370862.4164220747,1363219.0428248832,1356899.3792081645,1370862.4164220747,1363219.0428248832,1356899.3792081645,1375659.7971431592,1362660.475599413,1325238.5678653903
ZANO-USD,2021-07-19,2021-07-24,1315972.8680305788,1315975.0989308616,1310465.9808227073,1305334.395295215,1352929.6399163315,1380369.8480435046,1430893.0105666083,1380369.8480435046,1430893.0105666083,1439833.197813334,1443272.205739081,1434906.9875756928,1417932.0820204685
ZANO-USD,2021-09-07,2021-09-10,1446338.4694676243,1461017.9378080568,1450653.8676245683,1433432.0363751235,1406507.5304294785,1423278.625363805,1554428.9758038258,1433432.0363751235,1406507.5304294785,1423278.625363805,1554428.9758038258,1522487.6667491293,1497526.4251839938
ZANO-USD,2021-10-17,2021-10-20,1533348.01019654,1556304.7101716525,1547156.6404384915,1569917.4152441153,1624651.4219283557,1618633.3028832353,1667362.357914705,1569917.4152441153,1624651.4219283557,1618633.3028832353,1667362.357914705,1652499.5409104717,1606878.181854739
ZANO-USD,2024-02-29,2024-03-03,1615530.887595594,1604378.654320179,1608982.3791041584,1609389.5057934679,1623955.9028456092,1647244.9977102624,1676393.7883900618,1609389.5057934679,1623955.9028456092,1647244.9977102624,1676393.7883900618,1645931.4678014568,1643844.6633150736
ZANO-USD,2024-12-04,2024-12-11,2370837.3704611533,2382707.291270073,2377917.4102829704,2381486.1765257167,2467545.9530583047,2510559.5495672924,2695213.054193256,2704664.5390869295,2784806.3588604107,2849858.612665256,2852511.534515839,2833136.274512848,2802193.369181165
ZANO-USD,2025-04-13,2025-04-22,2700816.6888407837,2723327.4688258255,2780024.717812871,2806970.371560255,2819028.8094151053,2882798.8055031043,3025559.5030103554,3123930.447325513,3138195.261515619,3119181.4601544673,3153170.7928652223,3154943.3715440417,3085966.014077862
ZEC-USD,2021-01-07,2021-01-13,1589217843.4184225,1592761425.4761236,1634697761.0595522,1732294074.5001926,1737340268.6014347,1853346856.7706382,2418758299.5608454,2418758299.5608454,2122543334.3864594,2432173798.244669,2821273664.942612,2719773217.9110546,2618994216.5218453
ZEC-USD,2021-02-08,2021-02-13,2511152320.8423944,2505560363.3110476,2476999464.0606527,2525055858.8929887,2674826760.277407,2771515091.924027,3334515231.4466586,2771515091.924027,3334515231.4466586,3348012396.7882676,4074192496.110452,3841120812.573608,3890458521.06153
ZEC-USD,2021-05-04,2021-05-07,4192336295.694959,4169700537.193553,4183492260.914874,4145840366.4638247,4466992764.814791,4565660972.07639,4624571406.614273,4145840366.4638247,4466992764.814791,4565660972.07639,4624571406.614273,4620775735.438548,4580904997.880483
ZEC-USD,2021-05-23,2021-05-28,3859058808.6596556,3702577156.7699013,3634572086.732771,3461411773.092873,3701495085.7363167,3687802427.372265,3739385874.4703903,3687802427.372265,3739385874.4703903,3713094444.2926908,3812103636.283882,3701207617.151687,3704578959.7901144
ZEC-USD,2021-11-18,2021-11-25,3901919211.7869706,3819688586.359998,3800220462.172601,3765503519.7722683,3798140294.1340556,3915226018.4791574,4308149417.137042,4197272034.382748,4242548364.9286547,4390522877.035694,4598423219.914956,4451102707.6808195,4444336285.6256485
ZEC-USD,2022-03-06,2022-03-10,4098871800.7770815,4074032855.5665627,4073191045.1642566,4056707817.372208,4062532420.898058,4233483839.9622016,4243209371.548253,4062532420.898058,4233483839.9622016,4243209371.548253,4342743978.387279,4324076794.544652,4318361423.360164
